Gene 1	Gene 2	Weight	Network group	Networks
CXCL2	CCL2	0.01637956313788891	Co-expression	Burington-Shaughnessy-2008
GBP1	RIPK2	0.016336385160684586	Co-expression	Gysin-McMahon-2012
GBP1	PTX3	0.01621120795607567	Co-expression	Kang-Willman-2010
SLAMF7	CXCL10	0.016195423901081085	Co-expression	Innocenti-Brown-2011; Salaverria-Siebert-2011
MX1	CD24	0.016157325822860003	Co-expression	Rieger-Chu-2004; Smirnov-Cheung-2009
CXCL1	SCGB1A1	0.01609569415450096	Co-expression	Mallon-McKay-2013
OASL	CCL8	0.016073403880000114	Co-expression	Bild-Nevins-2006 B
CYP27B1	CCL13	0.016072846949100494	Co-expression	Bild-Nevins-2006 B
MX1	CCL3	0.016026299446821213	Co-expression	Mallon-McKay-2013
PLAC8	APOBEC3A	0.0159821268171072	Co-expression	Roth-Zlotnik-2006
CXCL2	IDO1	0.015963345766067505	Co-expression	Roth-Zlotnik-2006
CCL2	IL1RN	0.01590706966817379	Co-expression	Alizadeh-Staudt-2000
CCL4	CXCL11	0.015852876007556915	Co-expression	Salaverria-Siebert-2011
CXCL1	BPIFA1	0.015845539048314095	Co-expression	Mallon-McKay-2013
ADM	CD44	0.01583779603242874	Co-expression	Bahr-Bowler-2013
IL1B	CD80	0.015775602776557207	Co-expression	Rieger-Chu-2004; Smirnov-Cheung-2009
TNF	CD44	0.01577417366206646	Co-expression	Alizadeh-Staudt-2000
IFITM1	PLAC8	0.015760792419314384	Co-expression	Bahr-Bowler-2013
RIPK2	GBP5	0.015699710696935654	Co-expression	Kang-Willman-2010
IL1B	CCL3L3	0.015688495710492134	Co-expression	Innocenti-Brown-2011
SCGB1A1	BPIFB1	0.015676181763410568	Co-expression	Mallon-McKay-2013
IFIT2	IFNG	0.015670515596866608	Co-expression	Arijs-Rutgeerts-2009
CCL5	IDO1	0.015603020321577787	Co-expression	Bild-Nevins-2006 B; Innocenti-Brown-2011
IL6	RSAD2	0.01560105849057436	Co-expression	Gysin-McMahon-2012
IFI44	PLAC8	0.015581118408590555	Co-expression	Mallon-McKay-2013; Smirnov-Cheung-2009
IDO1	SLAMF7	0.015332994982600212	Co-expression	Innocenti-Brown-2011; Salaverria-Siebert-2011
TNFSF10	USP18	0.015308065339922905	Co-expression	Salaverria-Siebert-2011; Smirnov-Cheung-2009
SCGB1A1	BPIFA1	0.015249043703079224	Co-expression	Mallon-McKay-2013
CCL4	CXCL3	0.01521812379360199	Co-expression	Ramaswamy-Golub-2001
CCL13	USP18	0.015192845836281776	Co-expression	Chen-Brown-2002
PLAC8	GBP4	0.015187361277639866	Co-expression	Innocenti-Brown-2011
CCL2	LILRA1	0.01517958752810955	Co-expression	Arijs-Rutgeerts-2009
HCAR3	CCL3L3	0.015099452808499336	Co-expression	Innocenti-Brown-2011
CXCL5	SOD2	0.01501454133540392	Co-expression	Wang-Maris-2006
IL6	USP18	0.0150142265483737	Co-expression	Gysin-McMahon-2012
IL1B	ADA	0.014984168112277985	Co-expression	Wu-Garvey-2007
IFIT2	APOBEC3B	0.014977230690419674	Co-expression	Wang-Maris-2006
IL1B	CXCL10	0.01495546754449606	Co-expression	Ramaswamy-Golub-2001
IFIT3	CD24	0.014829309191554785	Co-expression	Rieger-Chu-2004; Smirnov-Cheung-2009
IFIT2	GBP1	0.014766097068786621	Co-expression	Arijs-Rutgeerts-2009
IFIT3	CXCL3	0.014722802676260471	Co-expression	Ramaswamy-Golub-2001
CCL8	RIPK2	0.014714284799993038	Co-expression	Bild-Nevins-2006 B
PTGS2	LILRA1	0.014665576629340649	Co-expression	Arijs-Rutgeerts-2009
GPR183	CD24	0.014656603336334229	Co-expression	Burington-Shaughnessy-2008
CXCL9	IFITM1	0.01465199701488018	Co-expression	Alizadeh-Staudt-2000; Boldrick-Relman-2002
IFNG	SCGB1A1	0.014651871286332607	Co-expression	Cheok-Evans-2003
IL1B	ADM	0.014645447954535484	Co-expression	Wu-Garvey-2007
IDO2	CYP27B1	0.014623918570578098	Co-expression	Arijs-Rutgeerts-2009
SOD2	GBP5	0.014463821426033974	Co-expression	Arijs-Rutgeerts-2009
CCL2	IDO1	0.014450089074671268	Co-expression	Salaverria-Siebert-2011
CXCL5	IDO1	0.014441806823015213	Co-expression	Gysin-McMahon-2012
IFIT3	CCL4	0.0144366305321455	Co-expression	Ramaswamy-Golub-2001
IFNG	TNFSF10	0.014415949350222945	Co-expression	Salaverria-Siebert-2011; Wang-Maris-2006
GBP1	S100A12	0.014401684515178204	Co-expression	Kang-Willman-2010
IL8	SLAMF7	0.01440076855942607	Co-expression	Boldrick-Relman-2002; Smirnov-Cheung-2009
IFNG	IDO2	0.014394811354577541	Co-expression	Arijs-Rutgeerts-2009
IL8	CCL2	0.014392658602446318	Co-expression	Gysin-McMahon-2012; Innocenti-Brown-2011
VEGFA	CCL20	0.014347498305141926	Co-expression	Wang-Maris-2006
IDO1	APOBEC3B	0.01431718934327364	Co-expression	Bild-Nevins-2006 B
CXCL3	SOD2	0.014305589720606804	Co-expression	Wang-Maris-2006
ADM	CCL8	0.014273486100137234	Co-expression	Salaverria-Siebert-2011
IDO1	SAMSN1	0.014272348023951054	Co-expression	Gysin-McMahon-2012
CXCL5	SAMSN1	0.014265219680964947	Co-expression	Gysin-McMahon-2012
CXCL3	RSAD2	0.014264136552810669	Co-expression	Ramaswamy-Golub-2001
SERPINB3	BPIFB1	0.014120184816420078	Co-expression	Mallon-McKay-2013
CD44	CXCL10	0.014096938073635101	Co-expression	Bild-Nevins-2006 B
HCAR3	CCL8	0.014090776443481445	Co-expression	Innocenti-Brown-2011
CCL20	SOD2	0.014002854935824871	Co-expression	Wang-Maris-2006
IFIT2	PTGS2	0.013934223912656307	Co-expression	Ramaswamy-Golub-2001
TAP1	CCL2	0.013919154182076454	Co-expression	Mallon-McKay-2013
OAS2	CCL8	0.013918478041887283	Co-expression	Bild-Nevins-2006 B
IFI44	SAMSN1	0.013910987414419651	Co-expression	Kang-Willman-2010
CXCL10	CYP27B1	0.01389283500611782	Co-expression	Arijs-Rutgeerts-2009
IFIT3	GPR183	0.013870458118617535	Co-expression	Ramaswamy-Golub-2001
CXCL10	CCL13	0.013864762149751186	Co-expression	Mallon-McKay-2013
SAMSN1	SERPINB9	0.013843764550983906	Co-expression	Arijs-Rutgeerts-2009
CCL4	GBP1	0.013754370156675577	Co-expression	Bild-Nevins-2006 B; Salaverria-Siebert-2011
IFI44	CXCL3	0.013727002777159214	Co-expression	Ramaswamy-Golub-2001
VEGFA	APOBEC3B	0.013723366893827915	Co-expression	Smirnov-Cheung-2009
CCL3	IFITM1	0.013718714006245136	Co-expression	Alizadeh-Staudt-2000
CCL8	GBP5	0.013714678585529327	Co-expression	Arijs-Rutgeerts-2009
HCAR3	CXCL11	0.013703773729503155	Co-expression	Gysin-McMahon-2012
S100A12	USP18	0.01367071270942688	Co-expression	Chen-Brown-2002
IL1B	CCL8	0.013641362078487873	Co-expression	Innocenti-Brown-2011
SOD2	IL1RN	0.013629832305014133	Co-expression	Ramaswamy-Golub-2001
CXCL5	PLAC8	0.013607438653707504	Co-expression	Boldrick-Relman-2002
IFI44	IL6	0.013607089407742023	Co-expression	Gysin-McMahon-2012
CXCL2	SERPINB3	0.013603013008832932	Co-expression	Bild-Nevins-2006 B
TNF	PTX3	0.013578230515122414	Co-expression	Ramaswamy-Golub-2001
STAT1	CCL8	0.013572340831160545	Co-expression	Bild-Nevins-2006 B
CCL2	CCL3L3	0.013482343405485153	Co-expression	Innocenti-Brown-2011
MX1	CXCL2	0.013470605947077274	Co-expression	Ramaswamy-Golub-2001
IFIT3	CCL13	0.013467777520418167	Co-expression	Mallon-McKay-2013
RASGRP1	IDO1	0.013448742218315601	Co-expression	Wang-Maris-2006
IFNG	GPR183	0.013418675400316715	Co-expression	Innocenti-Brown-2011
IFNG	PTX3	0.01339578814804554	Co-expression	Kang-Willman-2010
HCAR3	SLAMF7	0.013322089798748493	Co-expression	Mallon-McKay-2013
TAP1	APOBEC3B	0.01322564110159874	Co-expression	Salaverria-Siebert-2011
IFIT3	CXCL2	0.013219972141087055	Co-expression	Ramaswamy-Golub-2001
CCL4	CCL8	0.013203296810388565	Co-expression	Innocenti-Brown-2011
HCAR3	CXCL2	0.013170869089663029	Co-expression	Burington-Shaughnessy-2008
IFITM1	ADM	0.013165082782506943	Co-expression	Mallon-McKay-2013
ISG20	TNFSF8	0.013142206706106663	Co-expression	Kang-Willman-2010
EDN1	MYO10	0.013139421120285988	Co-expression	Chen-Brown-2002
CXCL11	USP18	0.01311598252505064	Co-expression	Salaverria-Siebert-2011
ADA	SLAMF7	0.013110949657857418	Co-expression	Arijs-Rutgeerts-2009
CXCL9	CXCL1	0.013087228871881962	Co-expression	Boldrick-Relman-2002
IL6	SERPINB3	0.013020687736570835	Co-expression	Bild-Nevins-2006 B
IL8	CCL13	0.01299072615802288	Co-expression	Alizadeh-Staudt-2000
MX1	IL6	0.012949428521096706	Co-expression	Gysin-McMahon-2012
IFNG	S100A12	0.012937161140143871	Co-expression	Kang-Willman-2010
SERPINB3	BPIFA1	0.012929043732583523	Co-expression	Mallon-McKay-2013
IFIT3	IL6	0.012889578007161617	Co-expression	Ramaswamy-Golub-2001
HCAR3	USP18	0.012888713739812374	Co-expression	Chen-Brown-2002
IFNG	IL1B	0.012852955609560013	Co-expression	Innocenti-Brown-2011
CXCL9	GBP4	0.012819165363907814	Co-expression	Arijs-Rutgeerts-2009
CXCL9	CD80	0.012752414681017399	Co-expression	Rieger-Chu-2004; Smirnov-Cheung-2009
IFIT3	IL1B	0.012746217660605907	Co-expression	Ramaswamy-Golub-2001
IFIT2	GBP4	0.012695704586803913	Co-expression	Arijs-Rutgeerts-2009
CXCL3	VEGFA	0.012678129598498344	Co-expression	Wang-Maris-2006
IL1B	IDO1	0.012659826315939426	Co-expression	Roth-Zlotnik-2006
RASGRP1	ADA	0.012581873685121536	Co-expression	Ramaswamy-Golub-2001
PTX3	CXCL10	0.012561784125864506	Co-expression	Ramaswamy-Golub-2001
IFIT2	IDO2	0.012517042458057404	Co-expression	Mallon-McKay-2013
PTGS2	SOD2	0.012486553750932217	Co-expression	Wang-Maris-2006
IFIT2	GBP5	0.012473950162529945	Co-expression	Arijs-Rutgeerts-2009
GBP1	IL8	0.012471681460738182	Co-expression	Kang-Willman-2010
CXCL9	GPR183	0.012391495518386364	Co-expression	Rieger-Chu-2004; Smirnov-Cheung-2009
PTGS2	APOBEC3A	0.012372825294733047	Co-expression	Arijs-Rutgeerts-2009
PTX3	RSAD2	0.012357761152088642	Co-expression	Rieger-Chu-2004
IL1B	IFITM1	0.012297186069190502	Co-expression	Alizadeh-Staudt-2000
S100A12	LILRA1	0.012225677259266376	Co-expression	Mallon-McKay-2013
ISG20	IDO1	0.012188450433313847	Co-expression	Wang-Maris-2006
IFNG	GBP4	0.01212382223457098	Co-expression	Arijs-Rutgeerts-2009
S100A12	CYP27B1	0.012076599523425102	Co-expression	Wu-Garvey-2007
CCL5	GBP4	0.012067563831806183	Co-expression	Roth-Zlotnik-2006
OAS2	GBP4	0.012051660567522049	Co-expression	Arijs-Rutgeerts-2009
ISG20	CXCL11	0.01203667651861906	Co-expression	Wang-Maris-2006
PTX3	CCL13	0.012029153294861317	Co-expression	Innocenti-Brown-2011
CXCL10	GBP4	0.011977960355579853	Co-expression	Arijs-Rutgeerts-2009
CXCL10	RIPK2	0.011976341716945171	Co-expression	Bild-Nevins-2006 B
OASL	CXCL3	0.011967766098678112	Co-expression	Ramaswamy-Golub-2001
PIGR	CYP27B1	0.0119476318359375	Co-expression	Wang-Maris-2006
CXCL10	EDN1	0.011896826326847076	Co-expression	Mallon-McKay-2013
CXCL9	CCL13	0.011883564293384552	Co-expression	Mallon-McKay-2013
CXCL2	RSAD2	0.011874663643538952	Co-expression	Ramaswamy-Golub-2001
SAMSN1	CD80	0.011861392296850681	Co-expression	Arijs-Rutgeerts-2009
CCL5	CD44	0.011846563778817654	Co-expression	Boldrick-Relman-2002
CD44	CCL20	0.0118373092263937	Co-expression	Mallon-McKay-2013
IFIT3	IDO1	0.011751361191272736	Co-expression	Salaverria-Siebert-2011
CXCL1	CCL8	0.011746753938496113	Co-expression	Burington-Shaughnessy-2008
CXCL9	EDN1	0.011705167591571808	Co-expression	Mallon-McKay-2013
S100A12	IL1RN	0.01166156679391861	Co-expression	Bahr-Bowler-2013
ISG15	CD24	0.01163049228489399	Co-expression	Rieger-Chu-2004
IFIT2	CXCL2	0.011625251732766628	Co-expression	Ramaswamy-Golub-2001
CCL5	APOBEC3A	0.011614887043833733	Co-expression	Mallon-McKay-2013
IFIT2	IDO1	0.011582829058170319	Co-expression	Salaverria-Siebert-2011
PTX3	CCL7	0.011582336388528347	Co-expression	Innocenti-Brown-2011
CCL8	APOBEC3B	0.011581331491470337	Co-expression	Bild-Nevins-2006 B
PTX3	SAMSN1	0.011573376134037971	Co-expression	Mallon-McKay-2013
CXCL9	RASGRP1	0.011558035388588905	Co-expression	Wang-Maris-2006
IDO2	RSAD2	0.011527597904205322	Co-expression	Mallon-McKay-2013
IL6	TNFSF10	0.0114806042984128	Co-expression	Rieger-Chu-2004
VEGFA	MYO10	0.011478143744170666	Co-expression	Bild-Nevins-2006 B
PTX3	APOBEC3A	0.011476310901343822	Co-expression	Kang-Willman-2010
IFI44L	IL6	0.011455954052507877	Co-expression	Gysin-McMahon-2012
CCL4	IDO1	0.011404303833842278	Co-expression	Salaverria-Siebert-2011
S100A12	GBP5	0.011389263905584812	Co-expression	Kang-Willman-2010
ISG15	CCL8	0.01137060672044754	Co-expression	Bild-Nevins-2006 B
GBP1	CXCL1	0.011333914007991552	Co-expression	Alizadeh-Staudt-2000; Boldrick-Relman-2002
ISG15	CXCL2	0.011323284357786179	Co-expression	Ramaswamy-Golub-2001
CXCL1	CXCL10	0.011282871477305889	Co-expression	Bild-Nevins-2006 B
IFITM1	IDO1	0.011246006935834885	Co-expression	Arijs-Rutgeerts-2009
CXCL1	APOBEC3B	0.011243266984820366	Co-expression	Wang-Maris-2006
IFIT3	CCL5	0.011205542832612991	Co-expression	Gysin-McMahon-2012
PTX3	MYO10	0.01118332426995039	Co-expression	Wu-Garvey-2007
CCL2	APOBEC3A	0.011165374889969826	Co-expression	Arijs-Rutgeerts-2009
CXCL5	CCL2	0.011144382879137993	Co-expression	Ramaswamy-Golub-2001
IFIT3	GBP4	0.011128178797662258	Co-expression	Arijs-Rutgeerts-2009
CXCL2	SLAMF7	0.011119545437395573	Co-expression	Boldrick-Relman-2002
CCL3	CCL13	0.011072038672864437	Co-expression	Chen-Brown-2002
S100A12	CCL20	0.011070583947002888	Co-expression	Wang-Maris-2006
IDO2	GBP1	0.01106620766222477	Co-expression	Arijs-Rutgeerts-2009
SAMSN1	IL1RN	0.011063629761338234	Co-expression	Arijs-Rutgeerts-2009
GPR183	VEGFA	0.011052875779569149	Co-expression	Bahr-Bowler-2013
IL1B	LILRA1	0.011051266454160213	Co-expression	Arijs-Rutgeerts-2009
OASL	GPR183	0.011026721447706223	Co-expression	Ramaswamy-Golub-2001
PTGS2	VEGFA	0.01099605392664671	Co-expression	Wang-Maris-2006
IFIT3	IL1RN	0.010985580272972584	Co-expression	Ramaswamy-Golub-2001
IDO2	CCL8	0.010967648588120937	Co-expression	Mallon-McKay-2013
CCL4	CCL13	0.01096536498516798	Co-expression	Bild-Nevins-2006 B
CXCL10	APOBEC3A	0.010944535955786705	Co-expression	Mallon-McKay-2013
ISG20	CCL8	0.010922438465058804	Co-expression	Bild-Nevins-2006 B
CXCL5	APOBEC3B	0.010907751508057117	Co-expression	Wu-Garvey-2007
OAS2	CD24	0.01089666411280632	Co-expression	Rieger-Chu-2004
CD44	IL1RN	0.01089093741029501	Co-expression	Boldrick-Relman-2002
CXCL2	CXCL10	0.010864597745239735	Co-expression	Bild-Nevins-2006 B
CCL4	EDN1	0.010860770009458065	Co-expression	Smirnov-Cheung-2009
STAT1	GBP4	0.010860349982976913	Co-expression	Arijs-Rutgeerts-2009
ISG15	GBP4	0.010804158635437489	Co-expression	Arijs-Rutgeerts-2009
IFI44	CXCL2	0.010693210177123547	Co-expression	Ramaswamy-Golub-2001
STAT1	SERPINB9	0.01068518590182066	Co-expression	Salaverria-Siebert-2011
IL1B	CD44	0.010669793002307415	Co-expression	Boldrick-Relman-2002
RASGRP1	EDN1	0.010649840347468853	Co-expression	Smirnov-Cheung-2009
IFIT2	CD24	0.010630074888467789	Co-expression	Rieger-Chu-2004
PTX3	GBP5	0.010619932785630226	Co-expression	Kang-Willman-2010
CXCL2	PTX3	0.010573501698672771	Co-expression	Ramaswamy-Golub-2001
GPR183	SERPINB3	0.010537447407841682	Co-expression	Wu-Garvey-2007
CXCL5	CYP27B1	0.010466143488883972	Co-expression	Wu-Garvey-2007
IDO2	IFI44L	0.010456280782818794	Co-expression	Mallon-McKay-2013
CCL3	LILRA1	0.010434415191411972	Co-expression	Chen-Brown-2002
CCL7	SERPINB9	0.010373014025390148	Co-expression	Chen-Brown-2002
PTX3	ADM	0.010318713262677193	Co-expression	Innocenti-Brown-2011
PTGS2	CCL13	0.01031506061553955	Co-expression	Alizadeh-Staudt-2000
IL6	SERPINB9	0.01026981882750988	Co-expression	Innocenti-Brown-2011
IFI44	GBP4	0.010269155725836754	Co-expression	Arijs-Rutgeerts-2009
PTX3	VEGFA	0.010256452485918999	Co-expression	Bahr-Bowler-2013
IFITM1	CXCL11	0.01024602074176073	Co-expression	Arijs-Rutgeerts-2009
USP18	GBP4	0.010168797336518764	Co-expression	Arijs-Rutgeerts-2009
CCL13	GBP5	0.010166550055146217	Co-expression	Mallon-McKay-2013
CCL2	RIPK2	0.010158546268939972	Co-expression	Innocenti-Brown-2011
ISG20	RASGRP1	0.01011113915592432	Co-expression	Wang-Maris-2006
CXCL9	APOBEC3A	0.010093322023749352	Co-expression	Mallon-McKay-2013
CXCL5	CD44	0.010084612295031548	Co-expression	Innocenti-Brown-2011
S100A12	RIPK2	0.010067643597722054	Co-expression	Wang-Maris-2006
IL6	CCL3L3	0.01005440391600132	Co-expression	Innocenti-Brown-2011
PTGS2	CCL8	0.010053128004074097	Co-expression	Innocenti-Brown-2011
HCAR3	VEGFA	0.010035235434770584	Co-expression	Bahr-Bowler-2013
CXCL9	PTX3	0.010026566684246063	Co-expression	Rieger-Chu-2004
HCAR3	GBP5	0.01002306304872036	Co-expression	Arijs-Rutgeerts-2009
SAMSN1	SOD2	0.010016974061727524	Co-expression	Arijs-Rutgeerts-2009
IFI44L	GBP5	0.010013558901846409	Co-expression	Innocenti-Brown-2011
CCL20	CCL7	0.00997085403650999	Co-expression	Innocenti-Brown-2011
IFNG	CXCL3	0.009936492890119553	Co-expression	Kang-Willman-2010
CCL20	APOBEC3B	0.009903146885335445	Co-expression	Mallon-McKay-2013
CD24	USP18	0.009897809475660324	Co-expression	Smirnov-Cheung-2009
APOBEC3A	LILRA1	0.009871913120150566	Co-expression	Bahr-Bowler-2013
MX1	CXCL9	0.00985276885330677	Co-expression	Boldrick-Relman-2002
PTGS2	CCL3L3	0.009829857386648655	Co-expression	Innocenti-Brown-2011
CCL3	GPR183	0.009801940992474556	Co-expression	Innocenti-Brown-2011
PLAC8	CCL8	0.00979288574308157	Co-expression	Boldrick-Relman-2002
IFNG	IL6	0.009774097241461277	Co-expression	Innocenti-Brown-2011
IL8	CXCL11	0.009758974425494671	Co-expression	Bild-Nevins-2006 B
RSAD2	CD24	0.009752171114087105	Co-expression	Smirnov-Cheung-2009
CXCL3	IDO1	0.009741301648318768	Co-expression	Gysin-McMahon-2012
CXCL2	S100A12	0.009694217704236507	Co-expression	Ramaswamy-Golub-2001
CD24	MYO10	0.009664040058851242	Co-expression	Bild-Nevins-2006 B
CXCL1	SOD2	0.009649395011365414	Co-expression	Gysin-McMahon-2012
IFITM1	RIPK2	0.009628811851143837	Co-expression	Arijs-Rutgeerts-2009
IDO2	GBP4	0.009521136060357094	Co-expression	Arijs-Rutgeerts-2009
MX1	IL8	0.00951464381068945	Co-expression	Ramaswamy-Golub-2001
PTGS2	CD44	0.009504463523626328	Co-expression	Chen-Brown-2002
OASL	IL8	0.00940882507711649	Co-expression	Ramaswamy-Golub-2001
SLAMF7	CYP27B1	0.009330783039331436	Co-expression	Arijs-Rutgeerts-2009
IL8	MYO10	0.009312234818935394	Co-expression	Gysin-McMahon-2012
IL1B	APOBEC3A	0.009302004240453243	Co-expression	Arijs-Rutgeerts-2009
STAT1	APOBEC3A	0.00928061455488205	Co-expression	Salaverria-Siebert-2011
ISG15	IL8	0.009263960644602776	Co-expression	Ramaswamy-Golub-2001
CCL20	CCL8	0.00918753631412983	Co-expression	Innocenti-Brown-2011
IFNG	CD80	0.009164215996861458	Co-expression	Gysin-McMahon-2012
IFNG	PLAC8	0.009145606309175491	Co-expression	Smirnov-Cheung-2009
RASGRP1	PLAC8	0.009133454412221909	Co-expression	Boldrick-Relman-2002
IFIT2	IL8	0.009100982919335365	Co-expression	Ramaswamy-Golub-2001
RSAD2	TNFSF8	0.009083629585802555	Co-expression	Smirnov-Cheung-2009
TNF	IL1RN	0.009076892398297787	Co-expression	Boldrick-Relman-2002
CXCL5	RASGRP1	0.008992701768875122	Co-expression	Boldrick-Relman-2002
GPR183	IL1RN	0.00898640975356102	Co-expression	Ramaswamy-Golub-2001
GPR183	APOBEC3A	0.008959310129284859	Co-expression	Mallon-McKay-2013
IL8	RSAD2	0.008864625357091427	Co-expression	Ramaswamy-Golub-2001
GPR183	RIPK2	0.00883455015718937	Co-expression	Bahr-Bowler-2013
ISG20	ADA	0.008824486285448074	Co-expression	Roth-Zlotnik-2006
OAS2	SLAMF7	0.008814427070319653	Co-expression	Salaverria-Siebert-2011
ISG20	IL8	0.008740708231925964	Co-expression	Smirnov-Cheung-2009
IL8	CD44	0.00871091429144144	Co-expression	Ramaswamy-Golub-2001
GBP1	ADA	0.00867876224219799	Co-expression	Alizadeh-Staudt-2000
CCL3	CCL5	0.008605001494288445	Co-expression	Chen-Brown-2002
IL6	CCL13	0.00857088528573513	Co-expression	Innocenti-Brown-2011
PTGS2	SERPINB3	0.008503179997205734	Co-expression	Gysin-McMahon-2012
MX1	GBP4	0.008480730466544628	Co-expression	Arijs-Rutgeerts-2009
CXCL1	IL1RN	0.008404674008488655	Co-expression	Boldrick-Relman-2002
ADM	RIPK2	0.008383672684431076	Co-expression	Bahr-Bowler-2013
ISG20	GBP5	0.008383343927562237	Co-expression	Roth-Zlotnik-2006
IFITM1	GBP4	0.008373136632144451	Co-expression	Arijs-Rutgeerts-2009
IFITM1	SERPINB9	0.008347323164343834	Co-expression	Kang-Willman-2010
TNFSF10	CXCL1	0.00834286492317915	Co-expression	Alizadeh-Staudt-2000
IL6	SCGB1A1	0.008298041298985481	Co-expression	Cheok-Evans-2003
SOD2	CXCL11	0.008275906555354595	Co-expression	Bild-Nevins-2006 B
CCL20	SAMSN1	0.008252611383795738	Co-expression	Smirnov-Cheung-2009
GBP1	APOBEC3B	0.008233207277953625	Co-expression	Bild-Nevins-2006 B
CXCL2	SAMSN1	0.00816656555980444	Co-expression	Boldrick-Relman-2002
GPR183	GBP4	0.008150463923811913	Co-expression	Mallon-McKay-2013
RASGRP1	SLAMF7	0.00808604247868061	Co-expression	Boldrick-Relman-2002
CCL2	CCL13	0.008035535924136639	Co-expression	Chen-Brown-2002
RSAD2	GBP4	0.007983877323567867	Co-expression	Arijs-Rutgeerts-2009
IFIT2	CXCL11	0.007911420427262783	Co-expression	Bild-Nevins-2006 B
CCL20	CD80	0.007892031222581863	Co-expression	Smirnov-Cheung-2009
PLAC8	SERPINB9	0.007884303107857704	Co-expression	Chen-Brown-2002
ISG20	CCL20	0.007835975848138332	Co-expression	Roth-Zlotnik-2006
IFNG	IFIT3	0.007711503654718399	Co-expression	Salaverria-Siebert-2011
TAP1	CCL8	0.007674843072891235	Co-expression	Bild-Nevins-2006 B
CXCL10	CD80	0.007637529168277979	Co-expression	Rieger-Chu-2004
OASL	IFNG	0.007621090393513441	Co-expression	Salaverria-Siebert-2011
TNFSF10	SAMSN1	0.007619787473231554	Co-expression	Salaverria-Siebert-2011
TAP1	SOD2	0.0075560202822089195	Co-expression	Bild-Nevins-2006 B
CCL5	APOBEC3B	0.0075217848643660545	Co-expression	Bild-Nevins-2006 B
IFI44	GBP5	0.007514393888413906	Co-expression	Innocenti-Brown-2011
CCL5	TNF	0.007465172093361616	Co-expression	Innocenti-Brown-2011
PLAC8	MYO10	0.007440401706844568	Co-expression	Chen-Brown-2002
TAP1	CXCL1	0.00741870841011405	Co-expression	Bild-Nevins-2006 B
CCL2	MYO10	0.0074126580730080605	Co-expression	Gysin-McMahon-2012
VEGFA	RIPK2	0.007393190171569586	Co-expression	Bahr-Bowler-2013
CCL3	GBP5	0.007333154324442148	Co-expression	Innocenti-Brown-2011
CXCL2	ADM	0.007295357994735241	Co-expression	Arijs-Rutgeerts-2009
CCL5	GPR183	0.007211577612906694	Co-expression	Mallon-McKay-2013
IL6	CD24	0.00718440068885684	Co-expression	Smirnov-Cheung-2009
RSAD2	GBP5	0.00715964799746871	Co-expression	Innocenti-Brown-2011
ISG20	CXCL1	0.007156460080295801	Co-expression	Chen-Brown-2002
CCL5	CCL8	0.006983880884945393	Co-expression	Bild-Nevins-2006 B
CCL5	IFITM1	0.006978003308176994	Co-expression	Alizadeh-Staudt-2000
CCL2	SAMSN1	0.006975407246500254	Co-expression	Chen-Brown-2002
S100A12	CD44	0.0069306762889027596	Co-expression	Innocenti-Brown-2011
RASGRP1	CCL8	0.006913214921951294	Co-expression	Boldrick-Relman-2002
RASGRP1	SOD2	0.006895631551742554	Co-expression	Gysin-McMahon-2012
TNF	SLAMF7	0.006873290054500103	Co-expression	Innocenti-Brown-2011
SLAMF7	CCL3L3	0.00687205046415329	Co-expression	Innocenti-Brown-2011
IL6	CD80	0.006862598471343517	Co-expression	Smirnov-Cheung-2009
TNF	RASGRP1	0.006857915315777063	Co-expression	Gysin-McMahon-2012
CCL5	CCL2	0.00683433236554265	Co-expression	Alizadeh-Staudt-2000
TNFSF10	APOBEC3A	0.006827658973634243	Co-expression	Salaverria-Siebert-2011
IL1B	GBP5	0.006789966952055693	Co-expression	Arijs-Rutgeerts-2009
CCL3	SLAMF7	0.006753344088792801	Co-expression	Innocenti-Brown-2011
ISG20	USP18	0.006691306363791227	Co-expression	Smirnov-Cheung-2009
SLAMF7	GBP4	0.006641230080276728	Co-expression	Innocenti-Brown-2011
CXCL3	SERPINB3	0.006606225855648518	Co-expression	Arijs-Rutgeerts-2009
GBP1	CCL13	0.006579071749001741	Co-expression	Bild-Nevins-2006 B
STAT1	SLAMF7	0.006548658944666386	Co-expression	Salaverria-Siebert-2011
S100A12	CCL2	0.006449069827795029	Co-expression	Chen-Brown-2002
SLAMF7	SAMSN1	0.00640249066054821	Co-expression	Boldrick-Relman-2002
GPR183	CXCL11	0.006349751725792885	Co-expression	Smirnov-Cheung-2009
PLAC8	CD24	0.006339114625006914	Co-expression	Arijs-Rutgeerts-2009
ISG20	SERPINB9	0.006305425427854061	Co-expression	Smirnov-Cheung-2009
CCL5	ISG20	0.00628083199262619	Co-expression	Roth-Zlotnik-2006
CXCL1	RIPK2	0.006253146566450596	Co-expression	Arijs-Rutgeerts-2009
PTGS2	SAMSN1	0.0062495023012161255	Co-expression	Smirnov-Cheung-2009
CXCL2	ISG20	0.0060397908091545105	Co-expression	Chen-Brown-2002
IFNG	SLAMF7	0.005929392762482166	Co-expression	Salaverria-Siebert-2011
PTGS2	RASGRP1	0.005887569859623909	Co-expression	Wu-Garvey-2007
CCL3	TNFSF10	0.005736436694860458	Co-expression	Chen-Brown-2002
